Type,FMQ,P,Ti,Y,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Ce_div_Ce_asterisk,Eu_div_Eu_asterisk,Th_div_U,U_div_Yb
2,1.09,190.4,2.82,1349.95,3.19,0.97,25.8,0.37,2.95,4.99,1.94,31.8,10.76,116.8,44.4,187.2,39.8,359,60.9,12420,1.08,,161.5,496,43.24,0.15,0.33,1.38
2,0.81,123,4.43,769.95,2.01,0.53,21.4,0.26,2.27,3.69,1.27,21.7,6.71,74.6,26.6,115.9,26.1,252,44,10740,0.67,,125.3,297,57.54,0.14,0.42,1.18
2,-1.24,480,4.96,2208.95,2.66,0.65,10.99,0.42,5.17,8.69,2.98,48.4,15.6,175,64.9,284,63.2,585,105,8000,1.63,,317,736,20.96,0.15,0.43,1.26
2,0.11,347,7.02,2808.95,2.46,0.35,17.56,0.66,8.71,14.97,4.43,78.7,24.84,269.3,93.4,368,74.5,636.3,108.1,9080,1.16,,192.2,280,36.54,0.13,0.69,0.44
2,0.4,310,2.59,2409.95,4,0.4,10.58,0.18,2.09,5.91,2.39,43.1,15.7,190.4,74.8,327,71.7,675,118.5,8190,1.37,,105.1,197.3,39.83,0.15,0.53,0.29
2,0.48,499,9.12,5428.95,4.6,0.38,29.15,0.88,14.2,31.2,8.17,168.6,52.3,557,187.2,702,133.9,1079,173.7,8470,1.8,,332,386,50.7,0.11,0.86,0.36
2,0.57,325.2,5.61,3458.95,2.36,0.1,19.06,0.53,8.79,17.7,4.44,97.4,30.3,328,109.5,425,82.7,674,111.7,8720,1.19,,170.1,242,81.35,0.11,0.7,0.36
2,-0.13,393,6.72,2459.95,1.85,0.03,11.56,0.27,4.22,9.85,2.63,61.2,19.89,225.7,78,312.8,61.9,524,89.2,7830,0.99,,102.4,167.4,125.3,0.11,0.61,0.32
2,-0.47,154,5.24,1388.95,1.19,0.15,9.04,0.34,5.01,7.47,2.72,33.4,10.72,123.3,43.8,188.4,39.7,368,68.3,9080,0.76,,109.3,193,39.84,0.17,0.57,0.52
2,-1.09,189.7,11.23,950.95,1.06,0.94,11.81,0.83,6.66,5.16,2.56,20.9,6.77,79.6,31.6,143.7,34.7,352,74,8910,0.68,,163.8,313.3,13.41,0.25,0.52,0.89
2,-0.85,263,6.2,945.95,1.07,0.34,8.47,0.25,2.64,3.79,1.43,19.1,6.71,82,32.2,145,33.3,333,66.8,9680,0.72,,94,223,28.99,0.17,0.42,0.67
2,0.03,476,4.42,1620.95,1.74,0,10.62,0.09,1.65,4.71,1.28,30,10.38,125.9,48.5,213,45.3,406,72.4,8300,0.97,,81.6,177,#NUM!,0.11,0.46,0.44
2,-1.37,111,3.4,637.95,0.53,0.34,5.51,0.37,3.42,3.48,1.74,16.1,5.05,57.1,21.24,97.6,21.62,216.6,46.67,10900,0.52,,143.4,313.1,15.54,0.23,0.46,1.45
2,-0.27,273.9,10.17,2999.95,2.06,0.16,14.92,0.45,7.68,15.3,4.02,84.5,26.03,282,97,373,71.6,592,99.9,8990,1.06,,144.4,214.6,56.5,0.11,0.67,0.36
2,-0.13,145.5,3.8,687.95,0.75,0.65,10.8,0.82,8.6,4.9,1.09,15.9,4.91,57.5,22.28,104.9,25.23,264,55.9,9340,0.6,,116.3,255.8,14.85,0.12,0.45,0.97
2,-0.31,143,5.05,1348.95,1.15,0.46,11.87,0.83,8.1,7.42,3.24,32.2,10,112,41.3,185,42.5,422,79.9,9530,0.75,,165.6,286.4,19.21,0.21,0.58,0.68
2,0.02,357.3,14.54,2928.95,3.07,0.35,21.4,0.41,5.44,9.73,2.71,62.9,21.9,256,93,377,74.1,616,106.8,8158,1.23,,149,220.5,56.76,0.11,0.68,0.36
2,-0.15,399,6.9,1648.95,1.62,0.22,11.66,0.29,3.83,6.29,1.87,35.3,12.23,138.9,51.8,217,47,408,70.7,9230,0.92,,79,167.4,46.89,0.13,0.47,0.41
2,0.08,293,5.35,2117.35,2.11,0.26,14,0.4,5.4,9.77,2.98,53.9,17.33,193.3,68.3,278.4,57.24,502.5,87.5,9100,0.99,,141.4,242.7,43.41,0.13,0.58,0.48
2,-0.12,349,5.66,1471.45,1.62,0.31,12.8,0.34,4.4,7.5,2.76,37.8,12.62,145.6,55.17,236.5,50.77,456.5,83.8,9790,1.04,,129,241.6,39.43,0.16,0.53,0.53
