Type,FMQ,P,Ti,Y,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Ce_div_Ce_asterisk,Eu_div_Eu_asterisk,Th_div_U,U_div_Yb
0,0.97,75.8,2.74,418.3,0.74,0.02,10.82,0.02,0.8,1.48,0.47,7.35,2.06,26.82,9.99,48.43,14.22,193.4,26.18,12218,0.21,0.99,57.95,191.7,442.61,0.14,0.3,0.99
0,0.88,83.22,4.02,640.1,0.7,0.13,12.9,0.12,2.06,4.42,1.24,14.32,4.16,48.2,15.31,76.03,19.33,239.1,31.65,12603,0.26,1.7,101,206,104.87,0.16,0.49,0.86
0,0.83,76.21,4.12,339.4,0.72,n.d.,10.72,0.01,0.39,1.16,0.43,5.58,1.81,23.94,8.23,41.85,12.65,149.4,22.44,12440,0.26,2.08,48.37,147.8,#VALUE!,0.17,0.33,0.99
0,0.94,82.78,3.02,497.8,1.1,0.05,14.56,0.01,1.02,1.43,0.63,6.64,2.38,28.47,11.18,60.19,17.07,223,32.26,12135,0.27,6.81,97.05,326,609.15,0.2,0.3,1.46
0,1.11,64.58,2.23,245.2,0.67,0.01,8.23,0.01,0.3,0.67,0.24,3.64,1.37,17.66,6.7,33.58,9.69,127.9,17.27,12665,0.19,1.94,33.62,116.7,759.43,0.15,0.29,0.91
0,0.4,70.13,7.75,734.4,0.97,n.d.,15.06,0.13,2.6,4.57,1.43,17.44,4.24,55.5,18.05,82.42,22.98,278.3,34.53,12144,0.31,n.d.,112.9,252.8,#VALUE!,0.16,0.45,0.91
0,1.57,88.24,1.42,573.8,0.81,0.11,12.99,0.1,1.99,4.01,1.03,13.27,3.55,43.28,14.65,68.67,18.19,246.2,29.44,12535,0.3,3.04,96.44,269,122.14,0.14,0.36,1.09
0,0.14,58.56,5.47,412.7,0.84,0.05,12.92,0.04,0.53,1.33,0.58,7.02,1.82,25.79,10.34,52.37,15.86,221,30.29,13012,0.21,2.11,98.22,358.1,284.87,0.19,0.27,1.62
0,1.12,78.9,2.72,404.6,0.87,0,11.95,0.01,0.55,1.26,0.55,6.93,2.13,28.06,10.23,48.66,13.79,187.9,24.12,12163,0.3,1.1,56.78,199.3,2400.59,0.19,0.28,1.06
0,1.05,86.64,4.25,569.7,1.35,0.13,17.42,0.08,1.15,2.35,0.81,9.59,2.8,37.28,14.17,73.73,21.09,283.9,36.29,12810,0.4,4.79,88.43,291.1,171.79,0.17,0.3,1.03
0,1.08,59.89,3.09,455,0.73,0.03,12.5,0.06,1.51,3.21,0.91,10.29,2.88,33.41,11.94,55.95,15.79,201.3,24.49,13186,0.24,1.06,72.5,200.3,289.76,0.16,0.36,1
0,0.58,62.84,5.93,804.8,1.02,0.08,17.43,0.14,2.89,5.71,1.66,18.09,4.74,57.09,19.38,92.39,25.23,345.4,38.11,12623,0.34,2,145.5,361.1,166.34,0.16,0.4,1.05
0,0.85,182.54,5.09,476.1,1.12,0.96,15.77,0.27,1.91,1.78,0.67,7.4,2.38,33.29,12.04,62.32,17.66,235.7,29.02,13347,0.29,1.67,68.22,252.4,31.15,0.18,0.27,1.07
0,0.2,73.42,6.87,427.5,0.99,n.d.,13.06,0.02,0.64,1.47,0.47,7.56,2.25,28.67,10.59,55.62,15.52,203,25.53,12559,0.31,22.25,63.22,271,#VALUE!,0.14,0.23,1.33
0,0.71,100.43,3.62,451.4,0.84,0.53,14.62,0.18,1.41,2.03,0.93,6.94,2.33,29.57,11.21,57.91,17.79,260.7,32.44,13104,0.22,1.29,108.8,360.1,47.77,0.25,0.3,1.38
0,0.81,107.04,3.8,456.2,0.82,0.3,14.02,0.05,0.9,1.75,0.63,7.47,2.46,33.37,11.52,58.28,17.27,219.5,26.9,12872,0.32,1.26,70.46,278.2,112.18,0.17,0.25,1.27
0,0.66,68.25,4.82,384.3,0.73,0.01,10.94,0.01,0.49,1.54,0.53,6.58,1.87,26.39,9.39,48.38,13.97,187.6,24.48,13129,0.34,2.92,52.92,158.9,899.26,0.17,0.33,0.85
0,0.64,84.75,5.09,480.4,0.8,0.06,12.88,0,0.4,1.58,0.5,8.7,2.6,34.28,12.25,65.16,17.47,250.6,30.47,13156,0.29,0.65,75.52,213.6,1130.87,0.13,0.35,0.85
0,0.58,32.86,4.63,650.9,1.63,0.03,22.17,0.04,0.72,1.45,0.78,10.1,2.97,39.41,14.74,74.83,19.25,244.3,35.94,12790,0.38,5.92,405.6,745.2,602.36,0.2,0.54,3.05
0,-0.05,37.66,3.41,390.7,0.72,0.02,9.52,0.03,0.45,0.89,0.4,5.12,1.76,24.47,8.83,48.18,13.5,182,28.38,13503,0.18,0.75,128.5,387.3,408.6,0.19,0.33,2.13
0,1.06,31.27,0.61,476.2,1.88,0.28,10.55,0.04,0.39,1,0.4,6.21,2.13,29.16,10.55,56.46,14.9,189.8,28.66,14452,0.48,0.92,278.1,744,106.11,0.16,0.37,3.92
0,0.77,69.41,1.64,349,0.69,0.42,9.63,0.08,0.94,1.36,0.52,5.43,1.62,21.58,8.39,39.78,11.18,147.9,23.75,13212,0.13,2.32,114.7,320,52.04,0.19,0.36,2.16
0,0.9,50.93,2.87,626.4,1.12,0.01,16.86,0.03,0.86,1.82,0.92,11.03,3.01,42.31,14.8,71.63,19.15,227.9,32.63,12723,0.24,1.07,200,483.8,1083.67,0.21,0.41,2.12
0,0.29,47.17,3.75,1446,3.76,0.02,21.51,0.02,0.56,1.59,0.77,13.2,4.79,69.95,26.4,144.7,39,487.9,66.44,13387,0.75,1.48,403.1,1215,1250.58,0.17,0.33,2.49
0,1.68,41.98,1.8,800,1.72,0.02,23.82,0.06,0.8,2.27,1.17,13.35,3.99,49.46,17.09,84.46,22,276.7,38.87,13488,0.24,5.48,337.9,625.5,629.52,0.21,0.54,2.26
0,1.05,39.06,2.96,804.5,2.2,0.04,22.54,0.04,0.69,2.44,0.86,14.19,4.18,51.64,18.56,91.59,22.83,273.8,37.44,12748,0.44,9.34,400.9,701.7,608.97,0.15,0.57,2.56
0,-0.09,40.63,5.28,420.2,0.92,0.08,12.47,0.07,0.61,1.2,0.51,5.96,2.04,24.85,9.77,51.32,13.45,181.5,28.94,12665,0.14,1.67,176.1,448.9,163.66,0.19,0.39,2.47
0,1.08,59.15,2.15,490.7,1.04,n.d.,12.13,0.03,0.6,1.37,0.71,8.64,2.79,33.41,12.03,58.01,14.94,174.8,22.68,12743,0.33,0.82,103.3,270.2,#VALUE!,0.21,0.38,1.55
0,1.01,52.17,4.71,685.9,1.15,0,16.69,0.07,1.45,3.17,1.3,15.37,3.98,48.99,16.26,71.06,17.5,202.8,26.46,11705,0.25,10.85,170.7,253.8,1208.85,0.19,0.67,1.25
0,0.09,43.77,4.76,516.6,1.13,n.d.,14.4,0.03,0.35,1.05,0.59,7.19,2.06,29.59,11.51,59.34,17.28,221.3,32.1,13163,0.24,3.58,188.8,540,#VALUE!,0.21,0.35,2.44
0,2,92.91,3.37,1767,3.02,0.06,44.49,0.07,2.2,5.99,2.28,30.44,9.65,116,37.3,164.8,39.49,443.4,51.58,12059,0.75,2.17,474.9,809.9,695.03,0.17,0.59,1.83
0,0.84,59.26,5.77,1224,4.58,0.03,38.41,0.09,1.15,5.21,2.05,21.25,6.54,86.78,27.9,129.6,32.42,406.6,44.22,12780,1.01,3.67,657.7,1335,692.3,0.19,0.49,3.28
0,0.66,103.92,11.07,555.3,1.17,n.d.,8.46,0.06,1.38,2.73,0.89,10.25,3.42,39.52,14.93,67.57,18.09,218.3,25.04,11918,0.46,9.6,23.44,41.5,#VALUE!,0.17,0.56,0.19
0,1.76,66.11,6.28,1527,6.61,0.01,70.52,0.11,3.63,8.53,2.96,36.8,10.4,109.9,33.69,140.5,34.08,383.2,43.46,12416,0.92,4.59,1770,1430,2335.09,0.17,1.24,3.73
0,1.65,58.8,3.96,1401,1.52,0.15,27.9,0.37,7.53,14.92,5.19,44.78,11,112.8,32.35,134.7,30.8,321.8,38.38,13331,0.34,0.75,279.9,403.4,120.25,0.2,0.69,1.25
0,-0.07,29.91,3.42,467,1.26,0.04,14.66,0.02,0.18,1.05,0.49,6.12,1.81,24.62,9.53,53.54,15.48,213.1,33.41,13932,0.31,1.19,299.9,942.2,492.92,0.19,0.32,4.42
0,0.46,44.25,5.14,915.4,1.54,n.d.,22.35,0.03,0.95,3.34,0.6,17.29,4.8,58.88,21.43,96.91,24.06,276.6,34.41,12483,0.41,1.42,856.4,785.9,#VALUE!,0.08,1.09,2.84
0,-0.8,28.34,4.33,314,1.23,0.08,9.96,0.04,0.32,0.96,0.5,4.43,1.46,17.1,7.17,38.37,11.04,150.5,23.27,13950,0.24,n.d.,230,794.8,172.27,0.24,0.29,5.28
0,2.45,95.26,9.91,3029,4.12,0.04,92.7,0.28,5.04,12.67,6.36,77.25,20.8,235.4,70.25,272.1,58.32,630.4,63.74,11899,0.62,2.34,1140,706.3,918.82,0.2,1.61,1.12
0,-0.57,59.26,2.25,604,1.91,0.04,9.39,0.02,0.26,1.08,0.39,5.7,2.5,32.39,13.25,68.2,20.11,276.4,36.34,14630,0.49,0.99,221.5,1043,309.57,0.16,0.21,3.77
0,1.74,44.79,0.55,1467,4.23,n.d.,21.73,0.04,0.84,3.28,1.35,16,5.32,74.52,29.27,149.2,40.83,522.8,68.39,13846,0.92,1.66,758.2,1594,#VALUE!,0.19,0.48,3.05
0,-0.46,63.86,1.56,745.4,3.27,n.d.,8.41,0.05,1.03,2.03,0.48,9.09,3.4,46.27,18.64,101.3,29.93,428.3,59.26,14647,1.44,0.72,109.5,1063,#VALUE!,0.11,0.1,2.48
0,2.44,104.75,2.59,1543,4.41,0.11,59.82,0.46,6.71,10.87,3,35.02,9.81,114.1,35.94,155.7,37.7,442.6,49.02,9339,1.47,27.7,1758,1146,266.7,0.15,1.53,2.59
0,0.48,80.05,6.83,691.1,4.03,0,29.84,0.06,1.19,3.12,0.66,12.19,3.67,47.24,16.52,79.18,20.25,263,32.33,14163,1.63,3.44,331.4,1030,2579.13,0.11,0.32,3.92
0,1.32,115.99,8.81,1164,2.47,n.d.,33.66,0.4,5.36,9.65,2.63,29.29,7.93,94.73,28.2,127.1,32.33,378.5,42,9229,0.88,2.64,386.1,387.2,#VALUE!,0.16,1,1.02
0,1.56,118.39,1.24,1685,16.69,n.d.,37.14,0.05,1.11,3.27,0.37,20.5,7.35,99.75,35.49,179.8,47.62,566.8,65.51,15059,5.79,3.05,644.5,2528,#VALUE!,0.05,0.25,4.46
0,0.08,120.46,4.2,1817,18.11,0.03,31.12,0.08,1.08,4.42,1.37,18.94,7.03,101.3,35.09,175.6,49.34,656.2,77.16,12717,6.28,11.75,1138,2882,619.81,0.15,0.39,4.39
0,-0.88,56.08,2.7,1543,7.95,n.d.,16.7,0.08,0.97,2.4,0.83,13.17,4.64,71.37,29.48,165.9,48.91,646.8,101.7,16018,2.72,6.05,1020,3876,#VALUE!,0.15,0.26,5.99
0,1.57,68.49,1.37,926.4,5.54,0.55,31.72,0.3,2.1,2.29,0.3,10.88,3.88,53.85,20.43,108.3,31.48,450.3,53.56,15387,2.35,2.83,345.3,1647,77.85,0.06,0.21,3.66
0,1.45,96.46,2.93,1302,9.51,0.17,44.97,0.2,2.32,4.4,1.08,16.42,5.38,70.83,26.23,141.2,40.15,555,78.73,12290,3.53,2.21,722.5,1769,240.49,0.13,0.41,3.19
0,-0.46,73.01,4.99,425.9,2.69,0.04,16.45,0.03,0.59,1.45,0.28,5.71,2.07,30.13,10.87,59.06,17.44,238.6,31.51,14173,2.02,2.15,271.9,1265,475.24,0.1,0.21,5.3
0,-0.12,113.11,5.05,1873,16.54,0.23,30.39,0.27,3.63,5.61,0.82,24.77,7.48,102.8,38.57,196.5,52.63,664.2,82.15,13614,7.11,5.09,1923,2878,122.71,0.07,0.67,4.33
0,1.66,142.61,6.66,1205,4.79,0.02,45.87,0.15,3.45,6.49,1.38,22.54,7.5,88.99,28.51,133.3,34.55,411.1,47.44,10377,1.67,3.41,414.7,639.3,940.96,0.11,0.65,1.56
0,1.05,70.76,0.16,1297,8.65,0.12,14.41,0.14,1.49,1.98,0.75,11.56,3.85,54.74,23.73,142.2,46.72,703.8,103.1,13911,2.41,7.74,718.4,5424,109.67,0.16,0.13,7.71
0,0.91,136.35,6.08,1441,5.03,0.55,40.22,0.37,4.62,7.32,1.46,30.25,8.21,97.69,34.42,150.8,40.35,516.2,51.42,13732,2.37,3.63,696.3,1281,89.19,0.1,0.54,2.48
0,0.86,125.5,9.5,1077,2.83,0.07,29.32,0.32,5.22,7,1.54,22.9,6.76,78.32,24.47,112.8,27.72,324.3,35.62,11088,1.2,3.05,399.5,459.7,200.51,0.12,0.87,1.42
0,0.46,122.8,7.87,1742,7.94,0.1,42.1,0.15,2.75,7.49,1.12,27.88,8.95,118.6,36.97,181.7,48.67,587.6,63.08,14584,2.95,3.71,761.2,1809,344.84,0.08,0.42,3.08
0,0.61,127.12,15.36,610.1,2.33,n.d.,27.06,0.07,1.79,4.34,0.94,14.75,4.16,49.14,15.77,72,18.52,203.1,23.93,11543,0.86,54.45,205.8,324.5,#VALUE!,0.12,0.63,1.6
0,0.78,107.72,10.89,1619,3.19,n.d.,38.47,0.43,6.9,11.79,1.8,36.33,9.54,112.2,36.82,162.1,36.84,420.5,50.48,13134,1.58,4.64,580.2,756.9,#VALUE!,0.09,0.77,1.8
0,0.28,89.92,4.91,2588,20.18,n.d.,63.71,0.12,2.79,6.57,1.79,32.95,9.45,130.6,45.86,237.2,67.16,919.6,120.7,13903,4.73,6.11,2368,8165,#VALUE!,0.12,0.29,8.88
0,-0.27,22.26,0.41,89.73,0.49,0.01,2.31,n.d.,0.03,0.25,0.08,1,0.31,4.33,1.76,11.46,3.72,58.22,10.45,15700,0.09,0.28,33.96,243.6,#VALUE!,0.16,0.14,4.18
0,0.84,41.04,1.39,369.2,0.84,0.03,10.47,0.02,0.55,1.02,0.44,4.24,1.68,22.21,8.18,44.67,12.51,168.8,27.2,13327,0.23,5.46,143.8,412.5,380.55,0.21,0.35,2.44
0,-0.24,52.54,4.64,590.7,1.26,n.d.,11.33,0.02,0.43,1.71,0.56,8.04,2.5,33.14,13.45,69.56,18.53,246.3,34.15,12750,0.16,0.51,145.1,503.9,#VALUE!,0.15,0.29,2.05
0,1.2,103.03,3.92,630.1,1.38,n.d.,9.07,0.01,0.56,1.6,0.54,8.49,2.85,42.67,14.77,76.31,22.17,270.3,37.97,13375,0.44,0.63,40.4,72.75,#VALUE!,0.15,0.56,0.27
0,0.79,36.63,2.08,334.4,0.99,n.d.,15.49,0.02,0.54,1.88,0.55,6.31,1.84,21.73,8.21,40.63,10.22,130.9,18.83,13770,0.31,0.86,272.3,637.9,#VALUE!,0.16,0.43,4.87
0,2.33,304.38,0.37,507.9,1.14,0.91,14.26,0.27,2.22,2.06,0.83,10.05,2.56,32.27,11.93,60.53,16.35,195.6,27.88,13435,0.26,1.09,171.9,515.8,28.78,0.18,0.33,2.64
0,0.15,74.34,3.31,338.9,0.77,0.44,10.92,0.14,0.47,0.73,0.37,4.88,1.59,21.24,8.11,40.96,11.66,172.9,23.9,13142,0.17,1.81,121.6,417.1,43.54,0.19,0.29,2.41
0,0.73,31.99,1.97,449.9,1.53,0.02,12.37,0.03,0.14,1.14,0.54,5.55,2.1,27.61,10.47,52.67,14.6,176.1,25.33,12340,0.32,0.61,116.5,460.4,470.02,0.21,0.25,2.61
0,0.88,53.67,4.88,1617,4.75,0.03,39.26,0.05,1.38,3.59,1.82,21.95,6.49,84.49,29.59,149.1,41.51,551.4,63.72,13354,0.79,2.21,1100,1583,1134.76,0.21,0.69,2.87
0,-2.27,72.94,17.05,273.2,0.93,n.d.,4.89,0.04,0.41,1.01,0.12,4.61,1.69,20.55,6.95,35.6,8.97,108.6,12.09,13638,0.35,1.59,98.52,263.9,#VALUE!,0.06,0.37,2.43
0,0.95,121.95,3.13,516.7,1.63,0.54,20.95,0.16,1.49,2.01,0.58,7.47,2.46,32.58,11.57,60.97,16.5,245.7,30.26,13513,0.35,2.14,197.9,647.8,71.31,0.15,0.31,2.64
0,0.6,45.1,2.31,456,0.87,0.01,12.6,0.04,0.69,1.27,0.55,7.36,2.21,28.7,11.02,56.01,15.22,211.7,28.05,13595,0.19,0.7,150,475,759.34,0.18,0.32,2.24
0,-1.38,173.68,16.27,3668,11.98,0.46,5.15,0.15,2.35,6.45,1.26,42.37,14.69,213.6,75.87,365.7,87.16,1063,108.4,12287,3.08,2.8,33.87,110.2,19.62,0.08,0.31,0.1
0,1.62,49.07,4.68,1455,3.92,0.01,63.09,0.16,3.14,9.84,1.6,42.54,10.9,124.9,37.65,162.1,38.39,380.6,45.52,13871,0.59,5.86,3173,1805,1418.27,0.08,1.76,4.74
0,0.59,43.38,2.19,373.8,0.85,0.04,11.75,0.04,0.43,1.06,0.62,4.79,1.73,24.01,8.88,44.81,12.26,181.6,23.47,13367,0.11,1.49,118.8,438.5,290.23,0.28,0.27,2.41
0,0.03,57.04,12.1,621.3,5.09,0.08,33.01,0.07,1.5,4.06,1.02,14.06,4.08,48.21,15.7,66.69,16.83,196.7,22.28,13875,0.95,2.89,972.3,1197,465.47,0.13,0.81,6.09
0,-0.5,59.96,4.59,274.6,0.76,n.d.,7.15,0.06,1.04,2.91,1.06,8.23,2.16,22.05,6.84,27.7,7.05,94.54,11.3,11061,0.14,2.35,61.92,271.5,#VALUE!,0.22,0.23,2.87
0,0.72,123.69,4.83,506.9,1.67,0.08,14.64,0.14,3.44,5.49,1.7,21.62,5.07,47.55,13.83,55.45,11.94,144.2,14.6,12177,0.61,1.28,116.4,266.9,134.55,0.16,0.44,1.85
0,0.47,92.71,5.5,714.9,1.83,0.42,28.3,0.16,0.8,2.21,0.81,11.73,3.45,42.91,15.85,79.9,22.2,284.1,37,12922,0.4,21.06,514.8,1163,108.68,0.16,0.44,4.09
0,1.96,167.88,5.5,2133,6.44,0.61,52.51,0.24,3.18,5.17,1.19,26.7,9.63,135.3,46.21,215,62.31,904.3,73.82,12232,2.48,4.43,523.4,718.8,138.17,0.1,0.73,0.79
0,0.7,110.43,3.97,878.6,3.94,0.24,17.72,0.05,1.01,1.33,0.36,8.91,3.72,50.54,19.9,107.4,30.16,379.3,43.48,13014,2.08,2.57,246.7,482.7,155.44,0.1,0.51,1.27
0,0.56,137.26,7.28,1261,4.07,0.13,20.99,0.09,1.3,3.48,0.49,14.87,5.22,76.25,29.51,144.9,40.1,478.9,54.69,12498,1.99,1.84,291.1,432.5,195.84,0.07,0.67,0.9
0,0.7,100.08,6.51,1385,2.74,0.04,23.92,0.07,1.18,4.17,0.62,16.3,5.92,83.66,29.42,142,41.73,529.7,58.82,14127,1.69,2.19,338,537.6,437.3,0.08,0.63,1.01
0,-0.24,61.2,7.1,345.4,1.66,n.d.,8.47,0.01,0.24,0.53,0.08,3.21,1.38,21.58,8.46,43.85,14.11,179.6,22.24,13588,1.1,0.81,84.5,183.1,#VALUE!,0.06,0.46,1.02
0,1.26,209.57,7.51,4058,4.88,0.3,49.92,0.67,12.23,22.05,5.55,84.73,26.02,328.6,108.4,486.4,120.7,1395,140.5,11512,1.7,6.06,1723,1068,110.99,0.13,1.61,0.77
0,1.49,157.66,5.32,1491,5.07,n.d.,30.09,0.05,1.27,2.84,0.65,16.9,5.86,82.35,31.54,161.1,44.55,536.3,64.93,13181,1.95,18.11,311.6,417.9,#VALUE!,0.09,0.75,0.78
0,0.34,40.67,4.12,588.5,1.39,0.05,24.41,0.14,1.85,3.34,0.99,12.19,2.9,37.78,13.85,68.51,19.2,300.6,42.36,14275,0.42,2.44,535.9,1348,287.64,0.15,0.4,4.48
0,2.3,68.03,6.79,1546,4.97,0.1,103.7,0.15,3.2,8.63,2.53,30.77,8.7,101.3,32.9,151,37.07,449.3,53.56,13581,0.7,3.06,1588,1536,864.66,0.16,1.03,3.42
0,1.93,36.07,1.02,803,3.05,0.17,36.97,0.08,1.63,2.92,0.87,9.54,3.14,40.31,15.57,85.7,26.26,371.7,54.14,14711,0.64,2.48,1220,1990,322.11,0.17,0.61,5.35
0,1.42,26.92,1.43,422.7,1.34,n.d.,30.09,0.02,0.63,1.7,0.7,7.47,1.96,25.91,9.34,49.44,14.41,206.7,30.86,14523,0.28,2.19,906,1703,#VALUE!,0.2,0.53,8.24
0,1.08,34.91,3.1,547.7,2.11,0.06,38.31,0.04,0.92,2.01,0.97,9.19,2.71,33.21,11.89,62.63,17.78,266.2,34.76,13856,0.37,2.8,1130,1871,827.18,0.23,0.6,7.03
0,1.75,51.06,1.67,807.9,2.4,0.03,38.31,0.04,1.2,2.51,0.96,12.65,3.65,47.99,18.25,89.2,26.91,358.9,50.47,13816,0.76,1.56,832.2,1601,1090.48,0.17,0.52,4.46
0,2.55,54.61,1.25,875.2,2.83,0.39,50.07,0.19,2.66,4.5,1.6,19.11,4.62,56.27,19.06,90.29,25.18,328.7,44.47,13284,0.49,4.06,1344,1464,184.84,0.17,0.92,4.45
0,1.41,57.6,2.67,1035,1.42,n.d.,36.21,0.22,3.81,5.88,1.78,19.94,5.4,66.08,22.36,104.3,28.64,377.9,50.12,14112,0.44,1.58,1013,1330,#VALUE!,0.16,0.76,3.52
0,1.74,38.05,3.33,815.2,3.08,0.05,70.7,0.09,2.29,5.2,1.51,15.59,3.88,46.73,17.14,90.5,26.54,359.8,49.95,14107,0.68,2.97,2041,2792,1053.09,0.17,0.73,7.76
0,1.09,52.04,5.61,952.4,2.55,n.d.,50.5,0.08,2.11,4.32,1.25,15.2,4.07,58.37,19.3,101.3,27.36,369.6,51.12,12863,0.64,1.55,1302,1773,#VALUE!,0.15,0.73,4.8
0,0.21,109.23,5.49,695.6,0.87,0.03,11.41,0.05,1.61,3.25,1.32,13.71,3.53,43.7,17,82.63,22.81,274.5,34.89,11270,0.31,0.46,92,256.9,307.74,0.2,0.36,0.94
0,2.59,38.69,0.35,583.4,1.61,n.d.,27.5,0.03,0.36,1.33,0.44,6.5,2.09,28.86,11.52,66.48,19.39,280.7,44.41,13165,0.35,1.25,602.7,1488,#VALUE!,0.15,0.41,5.3
0,-0.06,40.85,4.55,510.6,1.37,0.16,17.77,0.08,0.91,2.2,0.71,9.04,2.79,34.76,11.81,64.07,17.72,227.6,31.83,13426,0.39,1.29,507.8,1027,153.38,0.16,0.49,4.51
0,1.79,41.02,0.74,620.5,1,0.02,24.68,0.08,1.53,2.53,1.08,10.1,2.86,37.03,13.19,72.29,21.96,308.7,44.94,13185,0.37,1.13,677.7,1439,635.12,0.21,0.47,4.66
0,-2.57,47.48,121.79,896,3.86,0.82,24.08,0.46,3.24,3.3,1.02,12.15,3.56,49.13,17.55,86.21,24.48,327.6,40.49,13158,0.71,2.31,1029,1265,39.08,0.16,0.81,3.86
0,-0.61,34.45,8.09,422.5,1.23,0.53,12.27,0.06,0.8,1.43,0.61,8.09,2.25,26.78,9.64,41.85,11.28,138,18.56,14141,0.28,6.79,324.1,516.1,71.36,0.18,0.63,3.74
0,1.42,51.47,1.48,764.3,1.27,0.04,17.1,0.09,2.29,3.86,1.38,14.17,4.46,53.71,18.14,86.42,22.02,261.4,33.12,13884,0.51,26.72,262,525.6,267.12,0.19,0.5,2.01
0,1.41,90.92,3.88,918.5,2.16,n.d.,20,0.06,1.38,4.23,1.81,17.76,5.3,68.48,21.86,102.5,24.52,283.1,35.16,11761,0.4,3.48,169.6,278.3,#VALUE!,0.21,0.61,0.98
0,-0.66,187.53,6.82,1020,1.67,0.04,12.84,0.09,1.37,3.34,0.96,14.93,5.02,69.16,23.62,114.3,33.41,385.2,46.07,13238,1.62,64.38,190.4,714.6,205.41,0.14,0.27,1.86
0,-0.01,70.8,3.01,624.3,4.18,0.01,18.96,0.05,0.75,2.45,0.6,10.73,3.48,46.22,15.7,75.95,20.66,269.7,31.64,15352,1.5,1.75,307.1,1659,753.13,0.12,0.19,6.15
0,3.1,34.32,0.08,577.8,1.92,0,13.59,0.01,0.49,1.59,0.62,8.07,2.48,34.06,11.93,61.81,17.68,234.9,30.87,14448,0.45,1.41,308.7,850.8,3566.45,0.17,0.36,3.62
0,1.41,66.59,2.86,790,1.35,n.d.,13.54,0.06,0.93,2.59,1.25,13.58,4.22,52.07,17.79,82.08,22.37,265.7,32.39,12807,0.4,0.79,62.33,174.4,#VALUE!,0.21,0.36,0.66
0,0.02,43.62,4.26,894.8,1.92,n.d.,17.47,0.1,1.84,4.57,2.25,20.16,5.51,63.11,19.87,90.81,22.26,279.3,33.44,13807,0.5,2.11,458.7,966.9,#VALUE!,0.23,0.47,3.46
0,1.15,75.78,4.73,787.4,1.41,0.01,13.13,0.05,1.25,2.55,1.07,12.74,4.16,52.7,18.27,88.2,22.47,263.7,32.56,13575,0.42,0.97,62.86,133,503.07,0.19,0.47,0.5
0,2.31,105.63,5.92,3290,5.33,n.d.,89.22,0.17,4.92,15.7,5.63,73.82,20.49,252.1,76.74,320.1,65.78,703.7,70.6,12059,0.85,2.26,1790,1286,#VALUE!,0.17,1.39,1.83
0,0.33,44.07,1.53,492.6,1.28,n.d.,10.62,0.01,0.48,1.61,0.61,6.86,2.25,28.3,10.98,55.18,16.09,207.3,27.21,14323,0.29,94.26,264.5,693.2,#VALUE!,0.18,0.38,3.34
0,1.36,71.24,2.72,474.3,0.83,n.d.,9.11,0.02,0.56,2.23,1.04,9.83,2.83,34.87,12.61,57.27,15.64,199.7,23.99,12746,0.17,0.38,33.25,87.82,#VALUE!,0.22,0.38,0.44
0,1.1,80.25,2.58,495.5,0.71,n.d.,8.23,0.05,0.86,2.45,1.02,10.39,3.04,37.35,12.74,59.44,15.76,184.4,24.11,12354,0.13,0.37,38.64,101.8,#VALUE!,0.2,0.38,0.55
0,-0.81,47.85,2.28,806.3,2.35,0.09,13.49,0.04,0.75,1.76,0.74,8.9,3.02,44.76,16.44,86.63,26.45,376.6,53.15,16241,0.52,1.3,691.3,2774,216.2,0.19,0.25,7.37
0,1.74,67.84,1.39,546.1,1.04,0.03,9.14,n.d.,0.63,1.99,0.97,9.11,3.07,39.56,13.12,62.13,16.31,204.2,22.41,12277,0.23,0.56,44.33,112.2,#VALUE!,0.23,0.4,0.55
0,-0.31,53.76,3.85,548.4,0.81,0.03,5.96,0.01,0.2,2.23,0.85,10.33,2.8,39.01,12.96,63.56,16.97,208.1,24.43,14180,0.19,0.36,46.07,181.8,456.01,0.18,0.25,0.87
0,2.6,377.25,8.34,3653,4.79,0.15,62.82,0.47,6.95,14.31,4.38,60.15,17.38,221.9,78.54,357.3,90.98,1140,113,11927,0.96,3.64,469.9,323.6,240.38,0.15,1.45,0.28
0,2.43,345.61,1.29,2907,6.78,0,28.07,0.06,1.4,4.69,1.97,24.54,9.48,144.1,58.75,307.9,88.9,1150,125.2,13200,2.29,12068,351.7,504.7,2438.47,0.18,0.7,0.44
0,-0.08,210.71,24.48,1561,1.81,0.52,15.93,0.34,4.44,7.3,2.71,29.41,8.11,111.7,37.4,158.4,45.99,573.5,59.9,8638,0.49,16.88,116.1,155,37.65,0.18,0.75,0.27
0,1.87,228.45,8.9,4521,5.99,0.06,55.18,0.38,7.02,15.46,5.36,64.9,20.53,270.2,89.8,423.6,107.4,1323,130.2,11062,1.59,8924,897.7,540,355.69,0.17,1.66,0.41
0,1.56,142.83,16.59,1164,1.68,0.84,23.08,0.29,3.24,6.01,2.05,21.19,6.48,83.11,28.25,136.8,36.58,425.2,48.76,11751,0.56,6.5,119.8,72.34,46.62,0.18,1.66,0.17
0,1.77,294.78,11.32,1342,2.24,0.48,24.05,0.44,4.1,5.04,2.11,23.74,7.11,94.22,34.06,160.6,42.31,499.2,58.56,8854,0.67,2.53,132.3,90.48,52.29,0.19,1.46,0.18
